id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_luxury,is_long_term,availability_ratio,log_price
24453546.0,Nice studio Apt on Ekamai,11005873,Pat,Huai Khwang,13.75298,100.58971,Private room,376,10,18,2022-08-02,0.32,7,53,4,False,False,0.14520547945205478,5.932245187448011
24455459.0,Quang Ha Triple Studio,159328003,Quang Ha,Phra Nakhon,13.76122,100.49854,Private room,3013,1,10,2020-08-05,0.23,1,180,0,False,False,0.4931506849315068,8.01102337918644
24456427.0,Storey 2-Khao san 10 mins Good river trip,69640446,Chanyika & Tang Mo,Bang Phlat,13.77136,100.49425,Private room,1500,2,31,2020-02-23,0.57,3,346,0,False,False,0.947945205479452,7.313886831633462
24457212.0,Komfort Place Sathorn,24024629,ป๊อป,Sathon,13.71088,100.52824,Private room,800,2,0,,0.0,3,73,0,False,False,0.2,6.68586094706836
24883237.0,"50mbpsWiFi, 24Hr Mart Downstair,Skytrain1min,BITEC",126203566,Tiya,Bang Na,13.66801,100.60481,Entire home/apt,1114,2,49,2022-12-04,0.87,2,306,7,False,False,0.8383561643835616,7.016609683894219
24886024.0,The entire two bedroom near skytrain @metropark,104122286,Laksanara,Phasi Charoen,13.70964,100.45102,Entire home/apt,1000,20,47,2022-08-23,0.91,9,302,1,False,False,0.8273972602739726,6.90875477931522
24891178.0,Easiest access room close to BTS station,13758927,Nuthapol,Khlong Toei,13.72327,100.5712,Private room,3050,1,4,2018-08-09,0.07,1,180,0,False,False,0.4931506849315068,8.02322468471667
24898622.0,Aspire Ratchada-Wongsawang,110449636,Kanokporn,Bang Sue,13.82006,100.53338,Private room,650,1,1,2018-09-06,0.02,1,168,0,False,False,0.4602739726027397,6.478509642208569
25185474.0,Near Khao San Road only 10 mins New cozy room /303,45355435,Karn,Bangkok Noi,13.77531,100.47612,Hotel room,625,1,2,2018-06-16,0.04,1,136,0,False,False,0.3726027397260274,6.439350371100098
25191127.0,"Cozy , Clean & Budget in Quiet Area of Bangkok",190062176,Ratikorn,Phasi Charoen,13.73882,100.44939,Entire home/apt,650,2,15,2020-02-05,0.28,1,89,0,False,False,0.24383561643835616,6.478509642208569
25431936.0,Breezy Condo Next To St Food&Night Life: VI,49539775,Max,Vadhana,13.74703,100.55898,Entire home/apt,1000,30,122,2022-10-09,2.25,36,68,17,False,False,0.1863013698630137,6.90875477931522
25192685.0,"FREE PICK-UP ※ 3-min ASOK Skytrain, Netflix, Pool",30386490,N'Dee,Vadhana,13.73671,100.56266,Entire home/apt,5114,1,135,2022-12-26,2.41,23,188,20,False,False,0.5150684931506849,8.539932678385727
25194208.0,The best room n clean @ Chatujak station,190370477,Jin,Chatuchak,13.79753,100.55608,Private room,3200,7,3,2018-07-20,0.05,1,270,0,False,False,0.7397260273972602,8.071218539969863
